z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
36448,"","",47020100,bradley,secomb,14,howitt street,ocean beach caravan park,bondi junction,6743,vic,19990325
36913,"","",47154100,michael,ryan,7,annear place,raffa estate,ngunnawal,3304,nsw,19461020
36994,"","",47174100,april,nicolakopoulos,36,ennor crescent,glenairne,valentine,2167,nsw,19970723
37307,"","",84203100,james,scharner,11,kinchela crescent,brentwood village,moe,3042,nsw,19720410
38988,"","",10745100,michael,brain,5,davies place,braeburn,maryborough,2540,qld,19130130
40270,"","",48105100,dylan,nguyen,"",kirkland circuit,kassingbrook,prospect,3666,nsw,19480606
40512,"","",11173100,jackson,carraill,18,ivo whitton circuit,the manor garden,belmont,2207,vic,19920718
41660,"","",85381100,georgia,golder,13,wargila place,wirruna,woodlands,4737,vic,19290102
42997,"","",48865100,ethan,campbell,64,champion place,sunday creek,corrimal,2000,qld,19640117
43026,0.9857469043484915,0.9925229512934376,11883102,lydia,glass,43,fleay place,evergreen,williamsrown,4738,nsw,19071207
43665,0.9905318095559722,0.9924104275673864,12064102,alisa,noble,1,wattle sreet,"",bundaberg,2287,nsw,19890610
44581,"","",49315100,finnbar,berry,265,bethune close,rp 105484,emerald,4680,vic,19190414
44964,"","",12410100,cooper,theodorakakis,6,galvin place,"",surfers paradise,5606,nsw,19850310
46768,0.5089494321932487,0.9900592205763161,49921101,leon,wagnitz,"",clarkson street,felbjigg,frankston,7140,vic,19591002
47022,"","",12958100,campbell,demenezes,9,napier close,"",strathmerton,2647,vic,19140403
17853,0.9485819103257491,0.991273886931284,13145101,damien,maynard,23,"",callamwnda,seymour,4871,nsw,19801116
48282,"","",13325100,toby,millar,501,springvale drive,kia-ora cottage,aldgate,7171,wa,19860101
2449,0.5287127683726928,0.5287127683726928,50399100,dylan,rosa,108,mirning crescent,flt 10,port lincoln,2440,qld,19490710
110,0.4802568965064462,0.4802568965064462,13387100,tarnia,eyles,25,rowe place,gerlyn,port macquarie,3058,vic,19400831
49023,0.9744148152674382,0.9919031889112758,13539103,joshua,kouba,32,eugenia street,"",burpengaty,2130,nsw,19180811
49079,"","",87453100,isabella,white,1,howitt street,brownrigg,bibra lake,2226,vic,19130214
49508,"","",87579100,emiily,lenzi,10,hallen close,dickson family practice,dulwich hill,2590,vic,19870311
49516,0.9830682079723939,0.9940396568789889,50687101,monique,matthews,8,chubb ftreet,st johns retirement village,invermay,2710,nsw,19610416
49867,"","",50778100,courtney,campbell,180,noel ryan garden,gowrie,bundaberg,3844,nsw,19911008
50866,0.4326987713822039,0.46803568417670927,51050100,ned,chandler,48,iredale place,"",reserve creek,5023,sa,19831010
51558,"","",14237100,asha,wagnitz,100,kernot street,carrington nursing,montmorency,3023,vic,19261023
52264,"","",51446100,braedon,large,59,beddome place,northern tablelands tennis academy,carlingford,4224,nsw,19380409
52313,"","",88368100,demie,talladira,16,severne crescent,fairlane estate,ballarat,4505,qld,19061209
52972,"","",51648100,madison,paterson,1215,hayball place,mannafields farm,scarness,3724,qld,19890317
53010,"","",14643100,"",perin,9,trenerry street,west road,landsdale,3280,vic,19051123
53026,"","",51664100,courtney,tremellen,264,twelve trees crescent,the gums,smithfield,3199,qld,19530910
53193,"","",14691100,"",ronan,91,pedrail place,kia-ora cottage,fraser,7018,vic,19430213
53354,"","",88661100,"",musolino,26,mackerras crescent,cranleigh,royal park,2121,vic,19571012
54133,"","",51999100,luke,takats,4,dixon drive,bishops creek,emu park,2795,qld,19060526
54747,"","",15096100,michael,churches,11,mueller street,yilgarnia,williamstown,2326,qld,19420415
54771,"","",15104100,damien,halley,66,hirst place,ondyong point,bulimba,2071,vic,19511107
55813,0.9524208896727497,0.9952227536000962,52465100,trevor,colquhoun,42,helen mayo crescent,jenna,burleigh waters,2153,sa,19030504
56130,"","",15466100,joshua,carnmer,42,bandt place,glentara,burleigh waters,3190,nsw,19951112
56303,"","",89480100,calvin,ryan,51,rankine place,little pines,keilor east,5062,sa,19101201
56768,"","",89617100,yasmin,pascoe,21,tauss place,the gums,sippy downs,2261,sa,19171114
58346,"","",90062100,lachlan,mazzone,48,yiman street,mayflower retrmnt vlge,alfords point,2322,qld,19111002
58382,"","",90074100,gianni,morrison,431,sturt avenue,top edge,wahroonga,6008,nsw,19980116
10351,0.6143235952929773,0.9911457621988602,16639102,christopher,whiye,9,"","",oyster bay,3127,sa,19830523
56988,0.467250615282188,0.467250615282188,16842100,"",blake,31,fingleton crescent,allandale,burwood east,4350,nsw,19620920
5593,0.5224481746418842,0.9952227536000962,54068103,aiden,parashar,5,blamey crescent,"",tully,4560,nsw,19860317
2506,0.4389258598415073,0.48732443021924476,90969100,desi,noble,14,kambalda crescent,mirani,dapto,2190,nsw,19601222
1640,0.5085571659024575,0.5085571659024575,54125100,jesse,vincent,13,florey drive,crestwood,parkinson,3820,nsw,19190730
63898,"","",54736100,ebony,boyes,11,hannan crescent,urunga caravn park,gilmore,5107,sa,19800306
65020,0.930183909010544,0.9536376918036572,55036101,jack,furze,9,kalgoorli ecrescent,nareen gardens hostel,hurstville south,860,os,19410618
65368,0.6145968921890669,0.994754850866769,55138103,jessica,arbuckle,72,belfield c rescent,anzac house (cnr archer s street,robina,2259,qld,19760513
65505,"","",18118100,jairus,crossman,5,nepean place,clarence chambers,matraville,6024,"",19720305
65542,"","",55193100,tara,matthews,142,newman morris circuit,garden creek,blair athol,2540,wa,19500328
66623,"","",92352100,max,block,291,flowerdale place,robinda garden,vermont,2820,nsw,19040427
66655,0.8038947641716294,0.9952227536000962,55498103,jhack,pascoe,3,fullwood street,"",mayfield west,3429,vic,19300403
68264,"","",92782100,"",lukehurst,119,rigel place,mountain view farm,mooloolaba,2505,nsw,19570810
69792,"","",19300100,eliza,mccowat,10,mcilveen place,fairholme,rosslea,2620,wa,19370802
71643,"","",19824100,renee,reid,94,tiptree crescent,tumut river estate,st kilda,4505,vic,19231213
72194,"","",93843100,ka,crouch,1124,cockcroft avenue,villa 19,leichhardt,4179,wa,19650814
74033,"","",94358100,caleb,everett,"",keira street,rowethorpe,bundaberg,7315,qld,19370215
74154,"","",20518100,thomas,gulliver,42,axon street,unt 52,albury,810,vic,19740922
75013,"","",57837100,jacob,sprogis,160,kneebone street,terrawah,newborough,2382,qld,19590223
75128,"","",94663100,lara,arbuckle,81,ariah place,dooducinn,goonellabah,5016,vic,19050623
75180,"","",20793100,arabella,lonie,14,hickenbotham street,thuruna,eight mile plains,5290,vic,19060809
76508,"","",95042100,blake,lamprey,75,farrer street,leumeah,barwon heads,3355,wa,19821121
10104,0.4400247239435028,0.46308149031659707,58223100,connor,mccracken,56,burkitt street,springmount,torquay,2041,vic,19990812
76574,"","",95062100,liam,butter,55,jauncey court,westerdale,parkdale,2795,vic,19140127
77807,"","",95410100,adam,"",38,perry drive,ponderosa,whitebridge,6510,nsw,19020227
32,0.4020003778232619,0.5248721822347335,95684100,alisa,vincent,17,lane-poole place,sheep station,"",2192,vic,19500616
79764,"","",22059100,olivia,hawes,11,hicks street,sheep station,wyongah,3064,nsw,19040318
80162,"","",96044100,thomas,frahn,71,ames place,whyworry,surry hills,2640,nsw,19330411
81061,"","",59465100,caleb,grosskopf,46,froggatt street,dandry station,bulimba,2646,vic,19190808
82065,"","",22675100,alexander,creagh,15,marrakai street,mariner views,south yunderup,2519,vic,19371207
82906,0.9544856566462219,0.9902316149140523,59964100,lachlan,bedding,3,lucy gullett circuit,bayview towers,dareton,2162,wa,19340214
83062,"","",60011100,monique,clarke,"",wynn place,villa 306,belrose,6230,qld,19160924
84414,"","",23328100,alisha,kuzmycz,153,warragamba avenue,beaumont hills,lutwyche,4551,qld,19611211
85348,"","",60629100,madeline,van hoof,20,hughes crescent,cherrymount,rossmoyne,7171,nsw,19520418
85394,0.9812771763345238,0.9812771763345238,97476101,pino,cropper,3,clarkso n street,philip entre,noonbinna,4217,qld,19780316
85525,"","",60679100,kane,sacchetti,2,morgan crescent,tyne,cooran,6208,nsw,19500808
86141,"","",97695100,blake,jolly,32,bunbury street,tartan park,empire bay,3451,sa,19140530
87381,0.9563555935669837,0.9871356659376284,24149100,flynn,rees,4,allott place,ocean park towers,hughes,2213,vic,19860918
87532,0.975979984669145,0.9839056397973164,61259102,shaun,clarke,35,brereton street,workmans ottage,lalor park,3630,tas,19820309
88347,"","",24415100,jake,fitzpatrick,15,frater crescent,jetty village,toronto,2120,vic,19770429
59272,0.40737386312409796,0.9929318100825512,98438101,katelyn,tsokas,48,baskerville street,peak v iew,beachlands,4555,qld,""
89156,0.959908618341569,0.959908618341569,98559101,benjamin,campgell,237,augustusclose,taramayne,ablury,2799,vic,19380301
89458,0.9296677247363269,0.9795508664113267,61794103,mctier,mitwchell,9,barrallier street,cromdale,woollahra,2770,vic,19191224
90564,"","",25027100,olivia,tossani,73,young street,seaford,auburn,5070,sa,19720425
90900,"","",25122100,laura,grubb,14,ebden street,craiglea,nambour,3840,wa,19291218
91301,"","",99149100,cassidy,donaldson,11,windradyne street,"",kingston,3350,sa,19130210
91562,0.9720599037020279,0.9720599037020279,99217101,brodie,siviour,123,james street,yarawee,woodville north,6027,nsw,19041105
91678,"","",62377100,lucy,fullgrabe,16,chubb street,flanagan's bar,halls creek,3121,vic,19170522
2506,0.46421668256501897,0.5624300319732093,62466100,emiily,chorley,13,mina wylie crescent,carney's arcade,dianella,2161,nsw,19371005
94172,"","",99959100,chloe,berry,15,wambaya crescent,bowan downs,kempsey,6018,sa,19931224
95274,"","",26357100,james,gaskin,2,twamley crescent,weeroona,roxburgh park,6010,nsw,19620216
96037,0.992697108994309,0.993172515220938,63549100,will,ryan,18,mackerras crescent,ballarkona,batemans bay,2170,sa,19531031
96529,"","",63693100,ella,hazell,166,mackerras crescent,little forest,st kilda east,2305,vic,19700804
96622,"","",63719100,caresse,pragt,2,launceston street,brownrigg,karalee,3136,qld,19890624
96634,"","",63723100,lilly,michelmore,42,barr-smith avenue,ballandean lodge,abbotsford,3735,qld,19650715
96639,"","",26749100,oakleigh,white,24,blancoa place,sec 619,carnegie,2216,nsw,19491212
96970,"","",63809100,liana,kinnane,24,duffy street,forster specialist medical centre,lindfield,3168,wa,19701011
97023,0.9424341519553368,0.9761259515485855,26847100,koben,reid,500,delegate street,rosehill,eight mile plains,4059,nsw,19861203
97179,"","",26888100,sienna,george,39,crichton crescent,robe community health centre,kingsford,3216,vic,19630906
1119,0.4011851225893487,0.9923958418221456,27167102,zack,hensnaw,75,holmes crescent,"","",3630,vic,19810607
98958,"","",27391100,freya,donaldson,499,storey street,winterwood,kilsyth south,6069,vic,19560624
99387,"","",27517100,tarshya,golder,64,weddin circuit,buckhobble,hay,6157,sa,19061224
99600,0.9882924856899931,0.993386613593774,27574102,alana,stanley,3,buxton street,cumberland village,mayfeild,3167,wa,19520107
99661,0.40318596955543207,0.6773424108979057,64553102,toby,karipa,29,geegeela,chisholm street,ballan,3046,nsw,19150821
100017,"","",27681100,lily,white,2,robert lewis court,manor park,long jetty,6155,qld,19991110
64863,0.6190984496641415,0.6190984496641415,64689100,thomas,hanna,2,halford crescent,argyle,nunawading,5024,vic,19340708
100987,"","",64910100,bailey,boman,16,black street,mt annan,wahroonga,3188,qld,19840604
102811,"","",65423100,bethany,pennell,5,churchill way,dooducinn,belmont north,2799,sa,19710310
106528,"","",66471100,zach,purtell,46,rubbo crescent,bolinda vale,morongla creek,2153,qld,19000117
106699,"","",66523100,ashleigh,bishop,457,forrest place,kurrajong,jesmond,3192,nsw,19480527
49596,0.41380693714560624,0.46747509407123716,68069100,connor,rundle,5,couvreur street,"",mount eliza,4352,wa,19371129
112692,"","",31192100,isabella,campbell,12,lamb place,wongamine,woodend,4306,nsw,19771013
113113,0.9910451995554023,0.9910451995554023,68296100,jacob,spagnoletti,131,couvreur street,crystal park,waroona,5373,nsw,19600107
113133,"","",31311100,christian,schoenberg,303,ashcroft crescent,sheep station,albion park,6514,nsw,19070414
113556,"","",31433100,lauren,calipari,7,boake place,jenna,morwell,6056,wa,19260513
113632,"","",68442100,alana,george,44,michell street,cheviot hills,moorabbin,6163,tas,19800521
115419,"","",31958100,bailee,tilakaratne,21,coranderrk street,carowood,goodna,4220,nsw,19761208
6565,0.46483096508335303,0.8895064194072531,32891101,daniel,clarke,179,buggy c rescent,"",east maitland,2271,acr,19830409
119563,"","",70051100,bertie,gilbertson,143,kinsella street,msf 60,toorak,2480,vic,19040618
119626,"","",70071100,michael,canton,8,taroona place,stoneyhurst,tennant creek,6008,qld,19570428
121503,"","",33641100,kelsea,ottens,37,mockridge crescent,redhill,north ryde,2132,qld,19381127
26854,0.4120298426939076,0.4120298426939076,33911100,travis,tennyson,859,ballumbir street,strenarea,toowoomba,4207,qld,19481026
3916,0.4070059203084141,0.4549270585370033,71244100,harrison,jolly,76,talbot street,"",quairading,3585,nsw,19360327
47490,0.41718157932854993,0.41718157932854993,71251100,alia,mccarthy,3,mcgowan place,"",culburra,3122,vic,19150528
87016,0.4500960217623808,0.9705615898760248,71286101,madison,"",12,harrisonstreet,warrawong,moree,4152,sa,19321124
124521,0.9921471266607758,0.9921471266607758,34472100,jack,green,203,griffith place,selassie house,clarinda,2227,nsw,19500107
126688,"","",72087100,harriet,fitzpatrick,12,curtis place,korrelocking,brighton-le-sands,3030,vic,19641129
127642,"","",72351100,emiily,blake,411,sheaffe street,eventide homes,brighton,3805,qld,19180321
127933,0.9561433561896593,0.9824244778783092,72434102,brinley,pyper,6,melba stzreet,mountain valley,villawod,5051,qld,19520903
127986,"","",35418101,james,ho,40,lalor street,"",tannum sands,5700,nws,19820207
6912,0.5607132331320497,0.5607132331320497,72801100,noah,mastroieni,150,banambila street,turf club frost,connolly,2447,nsw,19770731
129370,"","",72832100,christopher,bowerman,75,cygnet crescent,inglewood,tuart hill,2145,qld,19270117
130005,"","",35985100,charlize,reid,14,maclean street,spring creek,noble park,2234,vic,19051002
262,0.4161608402355949,0.4161608402355949,36948100,mikayla,crossman,5,o'rourke street,alchera vlge,taree,2330,nsw,19270114
325,"","",36966102,mitchell,"",15,freehill street,boronia,carlingford,4501,qld,19370414
406,0.46680871539429664,0.7126035037240774,36982100,alana,richmond,24,somerset street,lyngae,mosman,2602,vic,19340212
624,"","",166100,stephanie,hatji,18,kalgoorlie crescent,sherwood,bossley park,3224,vic,19630417
3823,0.8558429742606324,0.9921651096833183,37970100,erin,white,21,chewings street,star court arcade,tamarind gardens,2096,nsw,19760828
1868,0.43100443205353606,0.4385781846152755,38113100,"",aldous,24,rowley place,kamilaroi cottage,garbutt,3047,sa,19560518
1314,0.4162526343667198,0.9904184337670737,38152100,adam,matthews,31,florence taylor street,"",toogoom,4825,vic,""
4563,0.4347321237815939,0.4347321237815939,1235100,troy,musolino,390,southwood retreat,bonaccord,bayswater,6000,qld,19070707
5425,"","",38396100,liam,ahmed,408,livingston avenue,earl haven,frankston,2576,qld,19961201
5453,"","",75254100,iain,turelli,28,froggatt street,villa 18,frankston,4000,sa,19050627
6123,"","",1674100,daniel,pryer,38,blackburn street,inglebar station,lake illawarra,6073,qld,19310819
6563,"","",75546100,felicity,green,22,forbes street,"",st albans,2210,act,19751203
1238,0.8041483462252892,0.8041483462252892,1888103,caitlin,campbell,53,morgan crescent,cra iglea,blacktown,3047,qld,19251126
4982,0.46758052961766194,0.46758052961766194,1903100,stephanie,clarke,3,collie street,millwood,rochedale south,2502,tas,19430604
7425,"","",2043100,taliah,henderson-wilson,2,gladman close,belandean,aspley,2021,vic,19841009
8814,"","",2444100,alana,lock,1151,rischbieth crescent,heversham,torquay,5161,nsw,19660502
8859,0.4659214602123304,0.4659214602123304,2459100,christopher,mcgregor,5,comrie street,kiouwa,frankston,3012,vic,19760129
8876,"","",76208101,edward,taglietti,2,oxley spreet,springcreek,"",2081,nsw,19190326
9004,0.44266066704168144,0.44266066704168144,39409100,dante,cybulski,3,gairdner circuit,"",brighton,2570,nsw,19950817
10314,"","",2843100,stephanie,manzie,14,shackleton circuit,locn 141,emerald,2304,wa,19640906
11078,0.9716564335069594,0.9932074570990139,76819100,giuliana,andretzke,129,dangar place,riverview terraces,bundaberg,3055,tas,19600227
12125,0.9575322097356108,0.9575322097356108,77108101,zakariah,conaghty,11,florey drive,tycannah station,preston west,4390,nsw,19370210
12203,"","",77131100,keziah,schoettke,28,leita court,ballow chambers,hawthorn,2750,qld,19560529
8172,0.40335130703627237,0.40335130703627237,3562100,abii,baynes,1,tiptree crescent,bardun park,cooks hill,3021,nsw,19430322
13842,0.9806855882132952,0.9952227536000962,3822100,elly,george,21,noongale court,coogee beach caravan resort,kyogle,3170,nsw,19870214
14189,"","",77680100,nicholas,durbridge,35,clift crescent,bythorne,parkdale,3250,vic,19340829
14558,"","",77775100,brodie,clarke,22,debenham street,robley house,avalon,3926,qld,19471203
14749,"","",40973100,emiily,ryan,58,wambaya crescent,treetops,stockton,2047,qld,19420204
15425,"","",78015100,chloe,janusz,11,jay place,murrong,wowan,6064,vic,19640115
17216,"","",78532100,koula,lowe,201,britten-jones drive,glenbrae,avondale heights,3763,nsw,19310302
17431,"","",41712100,matthew,gripton,112,de graaff street,brentwood vlge,loganholme,3030,wa,19350713
17620,"","",41761100,jai,green,64,henry street,karinga park,mermaid waters,4169,nsw,19830511
17707,0.8555579999132299,0.9891164748499857,41786104,grace,capell,8,friendship street,the lakes retirement village,hawthorn,4807,qld,19910120
18689,"","",78945100,talan,philcox,17,darwinia terrace,mt butler street,mount eliza,2905,nsw,19381216
18861,"","",5190100,sarah,green,5,galleghan circuit,pevensey,newborough,2607,vic,19460717
19078,0.9818861521469334,0.9818861521469334,42155100,harry,hearn,482,anzac parade,brinjarry,beverly hills,5159,qld,19301026
19090,0.9909251903137,0.9952227536000962,42158103,"",bellamy,2,saxby close,golambio cottage,o'connor,3142,qld,19440423
22380,"","",6122100,renai,reid,28,wedgewood close,westella,westfield,4215,qld,19131205
22610,0.5205122962080752,0.7688094176189199,80029103,caleb,blackwell,23,medical centre,collingridge street,ascot,2713,vic,19441226
22691,"","",80047100,daniel,coleman,11,aspinall street,forestvale,gorokan,2287,vic,19241101
22693,"","",43161100,kaitlyn,dignam,7,chataway crescent,st francis vlge,currimundi,4014,nsw,19950618
22994,"","",80140100,nicholas,glass,8,ngunawal drive,windsor lodge,laverton,4221,nsw,19270202
23794,0.5308034744364744,0.9952227536000962,43478102,joshau,gasparin,100,davenport street,huntington,mitcham,2297,sa,19920120
24692,"","",80609100,bailley,ryan,109,wynn street,blue hills,ormond,3555,"",19330220
24791,"","",80634101,mia,walch,25,kapunda street,bradshaw crt kirkbrae village,sylvania,2428,vic,19940513
25034,"","",80708100,jamie,dowley,20,hobart place,"",albury,4215,act,19681221
25365,"","",6949100,david,borejko,21,mcdermott street,st john of god hospital,kilcoy,6312,vic,19560308
25435,0.9256685013447122,0.9256685013447122,43943102,dylan,sopharat,36,mackenzie street,hobbithole,thuddungra,6280,nsw,19831219
25996,0.9410016480982712,0.9952227536000962,44101100,tara,ferretti,23,leahy close,barton view,hoppers crossing,3095,vic,19250907
3648,0.5138794562640727,0.5138794562640727,7294100,alisa,laing,55,hurtle avenue,herbert river,rosebud south,2283,vic,19700120
26679,"","",7302100,ellen,dixon,1,crozier circuit,murrawarra,melton south,3174,qld,19090428
28793,"","",81771100,gabriel,inski,9,captain cook crescent,braiden,south melbourne,3909,vic,19160610
29560,"","",45090100,luke,afford,23,gabriel place,leonawood,coffs harbour,7120,nsw,19370111
29826,"","",8159100,alex,ellston,4,moresby street,caprice,kuraby,7264,qld,19130716
29945,"","",82117100,polly,defrancesco,2,foxall street,"",white hills,3434,wa,19790127
30024,"","",8208100,alexandra,white,47,mount vernon drive,palm garden villas,netherby,4503,nsw,19580330
30126,"","",8235100,jackson,white,1,belconnen way,elamon cottage,woollahra,2430,sa,19660716
30552,"","",8361100,isaiah,mccarthy,2,morant circuit,the willows,mount riverview,4300,tas,19190427
30557,"","",82292100,jayden,clarke,3,michael holt crescent,wallace heights,blakehurst,3064,vic,19561025
31277,"","",82491100,lachlan,orchard,52,horbury street,two mile,kilmore,2479,nsw,19611221
31460,"","",82538100,blake,thorpe,36,mcbryde crescent,brentwood vlge,pingelly,2519,qld,19170130
32706,"","",8974100,lilly,reid,46,wilkins street,coolac hotel,warnbro,6027,nsw,19020810
33602,"","",83152100,dylan,matthews,2,ballumbir street,glengara village,kingsford,3550,vic,19510825
33645,"","",9235100,charlotte,hochuli,595,tauss place,palm lake resort,greenwith,2328,vic,19470615
34220,"","",83327100,chelsea,scott-jackson,124,bindon place,myona,glenside,3558,qld,19641115
11307,0.9440027837602731,0.9671040421720722,83617102,grace,neumann,12,scottsdal e street,bidgee park,leeton,3216,wa,19370815
35677,0.4321994944114853,0.4321994944114853,46802100,oliver,egan,31,stieglitz circuit,"",greensborough,6149,nsw,19510204
3919,0.42059045921433164,0.42059045921433164,9855100,sophie,webb,4,kidd place,walmarie,mulgrave east,2250,qld,19771110
35908,"","",46869100,jacob,nguyen,7,ibis street,glen alvie rsd,woolgoolga,3564,vic,19100913
36915,"","",10160100,ned,spargo,8,clift crescent,pijabah,beaumaris,4221,nsw,19640616
22337,0.4202179166293231,0.4202179166293231,10176100,sarah,millar,4,streeton drive,"",parkville,3977,wa,19971011
38562,"","",10621100,tiffany,gillis,41,o'loghlen street,tulse hill,seymour,6280,nsw,19090325
38771,"","",84602100,brandon,mccarthy,4,port jackson circuit,valley of springs,moss vale,4169,nsw,19320124
39304,0.9886879033032603,0.9918519935652264,47821100,jack,wachla,46,popplewell place,redwood village,kilsyth,2045,qld,19401127
39373,"","",47836100,nicholas,holweg,28,wynn place,gracewood aged care centre,mentone,3091,nsw,19301012
