z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
46381,"","",49818100,caitlin,campbell,35,dallachy place,quarter deck,mcdowall,3138,wa,19550912
29830,0.9877921417460976,0.9877921417460976,45168101,nikita,ryar,46,catchpole street,malay vale,upper ekdron,3747,qld,19201204
55918,"","",52495100,jake,spagnolo,37,fenston place,rye park,yolla,5158,qld,19640212
51874,"","",51338100,kayden,hiras,1,harding street,kisimul,lysterfield,3630,nsw,19780417
10924,"","",39927100,xani,manthongsy,12,oxley street,glenavon,carlingford,2018,nsw,19300629
80095,0.9413353846244148,0.993105819423891,59201100,lewis,browne,10,florence taylor street,karalta park,hanwood,6026,qld,19030114
69046,"","",56193100,emiily,tranthem,98,webster street,bullarook park stud,cromer,3875,nsw,19390727
29830,0.9877921417460976,0.9877921417460976,45168100,nikita,ryan,46,catchpole street,malay vale,upper kedron,3747,qld,19201204
74842,"","",57786100,desi,stubbs,88,mount stromlo road,"",windaroo,6149,vic,19230305
124384,"","",71435100,campbell,weaver,11,o'rourke street,ewlyamartut farm,taigum,3629,nsw,19190309
25456,"","",43948100,liana,webb,295,phillip avenue,yarrandoo,emerald,2320,sa,19490328
29167,0.8442112427121164,0.8442112427121164,44981100,ethan,shepherd,51,rosebery street,st francis village,little swanport,2044,vic,19051220
85513,"","",60675100,jack,mason,7,rollston street,yakatoon,marsfield,3068,wa,19220323
41257,"","",48390100,emiily,clarke,7,clancy street,glen rock,st albans,3183,wa,19921217
94690,"","",63183100,tasman,grosser,319,harbison crescent,kookardinia,aldinga beach,3162,qld,19650921
12298,"","",40306100,kasey,maynard,36,corey place,brandywine stud,highgate,6058,vic,19761126
24019,0.9847919395486081,0.9847919395486081,43536100,madeline,morrison,40,hoad place,adiren,ettalong,2259,qld,19981225
75334,0.983669176683993,0.9867167972216733,57914102,"",dixon,21,australieclose,melrose clinic,brookfield,2233,sa,19741130
92425,"","",62583100,vianca,white,9,barlow street,cherrybank,blacktown,6105,vic,19210409
129760,0.9709649863602763,0.9901450488448278,72939101,erin,priest,1213,danvers lpace,boronia,snowtown,2000,vic,19620204
127318,"","",72259100,charlotte,parr,212,james street,yallanbee,ashfield,2304,vic,19951221
82363,0.9419664422736871,0.9788849891620378,59815104,isabella,blake,13,leanestreet,"",pimlico,3938,vic,19770311
18700,"","",42044100,jade,hefford,49,alberga street,parkdale lodge,toowoomba,2539,nsw,19410106
40432,"","",48153100,destynii,sleath,263,ratcliffe crescent,golden down,moss vale,2104,vic,19630411
35338,"","",46710100,cheree,puszkar,25,chubb street,mt pleasant,alice springs,2232,qld,19401124
44035,"","",49155100,oliver,alderson,3,goodchild street,garden settlement,dayboro,2194,wa,19580116
99133,"","",64407100,casey,clarke,16,blackwell circuit,graylands,melton south,2550,vic,19800927
92191,"","",62518101,aaliyah,"",28,tabbagong,louis lo der street,pymble,2043,sa,19701007
100168,0.9629360052863112,0.9811388210108847,64685102,larissa,huxley,38,john russell circuit,cascades,dianella,3168,vic,19220227
49345,"","",50638100,joshua,white,13,hannam place,boronia,corio,2160,act,19570304
41950,"","",48574100,bailee,presutti,375,baldwin drive,villa 2,mount perry,5158,vic,19191103
24790,0.5595919302260369,0.9926278674654757,43762101,mat theo,harrington,142,axon street,kookaburra village,marayjong,5330,nsw,19911205
8224,"","",39182100,francesco,barritt,12,wilkins street,gwandalan,toowong,3550,sa,19300203
8167,"","",39166100,riley,matthews,23,mcburney crescent,loma,"",2026,nsw,19410516
119152,"","",69944100,jacob,morrison,67,tuck place,warrawong,richmond hill,5071,"",19220929
17737,"","",41792100,lachlan,kelley,12,wanderer court,cruachan,toowoomba south,3175,nsw,19421001
128086,"","",72477100,sam,tregloan,20,marshall street,cheviot hills,camp hill,3228,nsw,19691207
45619,"","",49608100,hannah,valadares,8,holman street,challicum south,ringwood north,2234,wa,19750329
18817,"","",42077100,bryce,billsborrow,53,pandanus street,ascot park,seaton,2715,nsw,19130207
25757,"","",80919100,bailey,ditty,25,ellerston avenue,tingara vlge,lakemba,2047,wa,19121108
40790,"","",85161100,bailey,sekhon,4,kiewa street,silky oak,helena valley,3214,vic,19680125
26894,0.9110467690942522,0.9110467690942522,81244103,bradley,groenier,247,wentch er place,antigua,woodcroft,2305,qld,19000511
27020,"","",81280100,jarrod,maynard,76,boddington crescent,anglican church,taree,4074,nsw,19681226
13403,"","",77462100,pearson,david,6,burramurra avenue,finemore caravan park,maldon,5086,vic,19330205
36530,"","",83979100,michael,haeusler,72,rohan street,old weeroona,oatlands,3338,wa,19741016
42263,0.9575322097363366,0.9908925033756798,85552100,gemaley,berry,10,bangalay crescent,earl haven,mawson,3032,vic,19940409
46676,"","",86781100,arki,miles,11,bushby close,wide bay capricorn house,camperdown,2614,vic,19800413
65357,"","",92012100,nicholas,mcgregor,26,paterick place,busselton holiday village,preston,2360,qld,19420808
54179,"","",88889100,jackson,stanley,39,clement place,gordale,dianella,4572,qld,19670302
11309,"","",76884100,mackinley,bagdan,18,thom crescent,"",paringa,2278,nsw,19331121
20351,"","",79394100,charlie,webb,31,carrodus street,pine hill,ashfield,3141,wa,19710802
90281,"","",98878100,liam,stanley,302,flierl place,villa 2,toorak,4680,vic,19840427
48638,0.8610693212241941,0.9020870358254788,87327102,luke,nguyen,32,yanda s treet,k martplaza,oyster bay,4300,qld,19490518
65561,0.9190310250135076,1.0,92062102,sophie,toyama,"",mainwaring rich circuit,balfron station,slacks creek,2261,vic,19841127
60476,"","",90677100,stella,beattie,150,moloney close,gracemere grdns,ryde,2570,nsw,19800107
31283,"","",82493100,arabella,harrington,11,pulleine crescent,reghaven house,mooroolbark,3064,nsw,19240110
56120,"","",89427100,karlee,yen,11,temperley street,lexington,condell park,2019,wa,19010207
20483,"","",79430100,daniel,coleman,2,mccrae street,graham,mermaid waters,2048,qld,19160226
76331,0.9923648466119563,0.9923648466119563,94993100,imogen,petersen,52,tryon street,"",cardiff,4214,act,19341209
14441,0.45587422087169144,0.45587422087169144,77747104,riley,giurelli,2,bana mba,ratcliffe cescent,colav,3472,wa,19581222
52397,"","",88391102,elly,morrison,30,sharwoodcrescent,hibiscus retirement village,charlestown,3451,vic,19970213
44048,"","",86048100,georgia,garcia,50,eugenia street,leisure living vlge,torquay,4075,nsw,19670317
23408,"","",80255100,ella,laverty,26,colmer street,whispering pines,north rocks,2747,nsw,19361103
24086,"","",80439100,nicholas,mazurkiewicz,24,carnegie crescent,"",white hills,6401,wa,19060423
7361,"","",75780100,campbell,rigby-meths,6,derrilin place,ardrossan,port kembla,3020,vic,19201221
28763,"","",81761100,jay,nguyen,5,sainsbury street,"",upwey,6158,vic,19280319
63647,"","",91555100,chloe,ryan,154,baskerville street,torr dean,bayswater,2259,nsw,19070831
61991,"","",91084100,joshua,hingston,68,brake place,cluan,pearce,2867,sa,19060913
60758,"","",90755100,isabelle,blake,182,bowser place,meadows meade,ekibin,2780,nsw,19090129
91298,"","",99148100,rebekah,beattie,88,"",stockwell hotel,forbes,3167,sa,19980724
33578,"","",83144100,kiarnee,clarke,24,fawkner street,gerar station,carlingford,3465,vic,19120330
33485,"","",83114100,jacob,dooley,15,ironside street,willow lodge,werrington county,6170,nsw,19580402
7514,"","",75822100,mia,bishop,102,kennedy street,bexley,ringwood,4070,qld,19421223
67535,"","",92590100,henry,callahan,107,shakespeare crescent,riverside plaza,"",2074,vic,19890111
72575,"","",93949100,ashleigh,jaminon,2,horbury street,medical centre,warracknabeal,2775,qld,19840619
15821,0.6730530549860841,0.9862154551908583,78128101,matthews,alyssa,28,chaseling street,villa 5,cremorne,2466,nsq,19870523
71621,"","",93675100,james,laing,138,elizabeth crescent,drumwood,box hill south,4560,vic,19670412
72284,"","",93869100,ryan,crouch,11,"",yarrabin,revesby,2137,wa,19330318
6257,0.8981424199119796,0.9512047674875733,75465101,hayley,coleman,2,bissenberger crescent,serenty,"",2157,qld,19090617
75908,"","",94867100,andrew,campbell,19,"",boonal,clarence park,3491,nsw,19310616
48203,"","",87214100,april,white,23,fihelly street,eulalia,bridgewater,3380,vic,19500617
43904,"","",86007100,jamie,lanyon,28,alberga street,ulinga,marayong,5089,wa,19300127
5021,0.98899697408959,0.98899697408959,75133100,jackson,rake,56,mount vernon drive,diablo,rowville,4670,vic,19940822
2036,"","",74279100,marcus,coleman,5,laughton street,unfaan,shoalhaven heads,3181,qld,19951126
44192,"","",86087100,anna,white,11,rowan street,widgee,deakin,4702,wa,19261018
78644,0.9907453314476237,0.9907453314476237,95636101,shana,widdowson,11,aspinall street,jetty village,dooraoong,2615,nsw,19530716
54773,"","",89062100,sam,simmonds,1,kingsmill street,bronberg plaza medical centre,port vincent,6280,nsw,19060305
38588,"","",84558101,amelai,"",529,sproule circuit,"",tyalgum,3048,act,19710709
34907,"","",83520100,cooper,verco,33,dixson circuit,llantwit house,atherton,3758,nsw,19061120
83978,"","",97074100,jack,grainger,11,ryan street,moonbiana,old erowal bay,3363,qld,19491019
41480,0.4409483063068526,0.9940940437795167,85341100,tyron,soden,6,mcconnel crescent,eurilla,mount pleasant,7006,vic,19821118
94298,"","",99997100,noah,hobbis,34,english court,rosetta village,helensburgh,3919,nsw,19690517
19157,0.6606270685144918,0.8783470936435251,79070104,nathan,beddison,6,boundary farm,bainton drescent,mansfield,7007,nsw,19060116
93578,"","",99793100,jack,ottewell,1038,arabana street,killarney,mernda,5290,nsw,19400315
21575,"","",79752100,ryan,yeoman,25,barringer street,highpoint,elsternwick,2747,nsw,19750628
42413,0.9923975090745805,0.9923975090745805,85588100,shane,rawlings,1,warrego circuit,fairholme,warnbro,5304,qld,19551207
62633,"","",91265100,"",jolly,1,maxworthy street,"",warilla,6237,vic,19581029
70004,"","",93256100,warrick,tokar,15,stead place,the oasis,lower templestowe,4879,vic,19720305
27398,"","",81378100,emiily,everett,25,armfield place,rosehill,eaglehawk,6054,vic,19130531
57287,"","",89760100,jack,leslie,24,barr-smith avenue,willandra,warracknabeal,4300,vic,19260214
88508,"","",98386100,jack,vilums,103,mount vernon drive,point cook home,normanhurst,3174,wa,19530507
82172,"","",96573101,"",peachey,6,araluenstreet,glendora,nhill,3500,wa,19161109
32063,"","",82716100,bethany,diangmiyang,14,newland street,karlindi,frankston,3294,"",19901228
17066,"","",78496100,joshua,white,7,ash place,coaling,medina,3113,tas,19760611
30620,0.9936734116064485,0.9936734116064485,82312101,william,merola,37,fowles street,lawl ess,warnbro,4500,qld,19000613
13223,"","",77415100,clain,jeffries,86,chipperfield circuit,carrington retrmnt vlge,orange,6066,nsw,19260108
27716,"","",81470100,luke,walpole,25,bertram street,boundary farm,triabunna,3183,qld,19551120
35732,"","",83755100,bailey,rundle,10,scarlett street,the shanty,westmeadows,2777,nsw,19980228
38267,0.836359608140381,0.9918140975788572,84470100,zane,white,11,kaga place,colbes,scarborough,6060,nsw,19150222
63552,0.8570950771487191,1.0,17559100,lawson,proks,4,hodgson crescent,henry kendall bayside,cloverdale,3911,qld,19730719
31878,"","",8740100,alyssa,reid,19,crowder circuit,crosslands,mount gravatt,4034,nt,19940609
1641,"","",428100,charlotte,kowald,3,howard street,star court arcade,wentworth falls,2428,qld,19430126
104949,"","",29031100,evan,bullock,9,wakelin circuit,lamington national,dianella,4670,qld,19241210
100800,"","",27900100,amy,webb,1,macalister crescent,binda garden,nunawading,2099,wa,19520613
131853,"","",36500100,breeanne,menzies,1323,bingley crescent,gowrie,bossley park,2287,vic,19820616
111852,"","",30962100,"",quan,72,jandamarra street,pacific villas,broadbeach waters,6108,sa,19501214
64860,"","",17930100,patrick,blackwell,28,wanderer court,"",crosslands,3555,qld,19610328
38277,"","",10536100,mia,dargusch,36,litchfield place,medical centre,seaton,4470,qld,19020103
25335,"","",6940100,olivia,leslie,9,cullen street,omeo,penshurst,6210,tas,19471107
108999,"","",30173100,maconal,garas,15,earle street,villa 444 the village glen,bondi junction,4566,nsw,19910731
94545,"","",26156100,larissa,dixon,68,kevin street,beaumont farm,lowood,4352,qld,19380210
84735,0.9684872374861235,0.9840025363130881,23419100,lara,passmore,9,fellows street,marylands,eight mile plains,3730,"",19560928
20616,"","",5668100,jacob,kitas,38,white crescent,rich meadows,mount victoria,7315,vic,19170808
53754,"","",14841100,beau,matthews,53,fornax street,elston,narrandera,3550,qld,19450922
15177,"","",4170100,ella,kluske,20,mellor circuit,sunset ridge,boondall,3995,qld,19720613
5877,"","",1600100,chloe,neville,22,bingham circuit,dryrock gulch,leongatha,6018,qld,19841024
43441,0.5111867724000491,0.5111867724000491,12459100,michaela,orchard,28,starke street,"",leeton,2299,nsw,19230326
41865,"","",11548101,benjamin,verco,7,burnie street,strabane,west wollongong,4702,vic,19680125
5574,0.7479098518465617,0.9807348706371086,1513102,benjamin,canne ll,31,cossingtonsmith crescent,sunnyhills,armidale,860,vic,""
69606,"","",19253100,emiily,beckwith,5,somerset street,nioka,south wentworthville,2261,nsw,19841109
114333,"","",31651100,charlotte,crouch,26,edmond close,rubern cottage,womboota,5556,vic,""
64353,0.9659827086930405,0.9940141113485899,17786102,matthew,shepherd,73,cottam place,ardross an,elsternwick,2790,wa,""
131286,"","",36346100,"",mcgregor,27,luehmann street,casa corrigia,pitt town,3931,sa,19211126
118602,"","",32853100,william,rundle,9,blacklock close,mt hallen,carlingford,5253,nsw,19090114
107703,"","",29807100,brodee,coffey,61,chambers street,parraweena,wendouree,4737,nsw,19550310
41286,"","",11393100,will,george,89,medworth crescent,violet creek,marsfield,4807,sa,19590523
63042,"","",17416100,nicholas,simmonds,290,bywaters place,brindabella hse,noble park,3216,vic,19800415
26727,0.9799860417080816,0.9799860417080816,7316101,jacbo,koral,10,kissanecrscent,raffa estate,petersham,2800,qld,19540407
110814,"","",30671100,isabelle,lovelock,9,crowther place,donette downs,eastwood,3793,vic,19581030
1859,0.5005209793342189,0.9908816929605528,20252102,mark,clarke,1479,burn street,"",bolwarr aheights,3087,nsw,19610603
61389,"","",16933100,jessica,moshos,27,fern place,bimby vale,rowville,5066,nsw,19651221
106209,"","",29397102,dindh,shahnon,4,franksyplace,st francis vlge,paddington,3291,nsw,19160113
60906,"","",16798100,erin,durban,49,lewis luxton avenue,diment towers,cooroy,3224,qld,19710424
120915,"","",33481100,clement,hand,61,shumack street,sunshine farm,westbury,5253,qld,19020715
55488,0.9917265171598958,0.9917265171598958,15309103,lily,clarke,17,lansell circuit,"",port macquarie,2136,sa,19371212
87087,"","",24068100,joshua,gaskin,11,derrington crescent,tahmoor,harris park,2600,nsw,19571130
71649,0.9385333773314758,0.9695326634393382,19825101,jacob,melin,5,corroboreel park,kookaburra village,scarness,3188,nsw,19150727
