z_cluster,z_minScore,z_maxScore,id,fname,lname,stNo,add1,add2,city,state,dob,ssn
17622,"","",4852100,lauren,shepherd,12,hickenbotham street,"",sylvania,2150,nsw,19101218
66132,"","",18286100,mhary,preo,38,blackman crescent,groomfields,corrimal,2612,nsw,19250526
106314,"","",29425100,isabella,ryan,3,monkman street,leumeah,belmont north,2076,qld,19340915
120417,"","",33338100,alexander,kahl-smith,24,edlington street,silk hush,waroona,5231,qld,19400917
9273,"","",2571100,amber,ikeda,17,janga place,rowethorpe,yendon,5076,qld,19110926
99444,"","",27531100,joshua,rees,16,cochrane crescent,s 477,airds,2206,wa,19530815
92136,"","",25474100,madison,mcgregor,10,pohlman street,brentwood vlge,berwick,2259,nsw,19991018
132264,"","",36616100,marlee,ollwitz,4,chubb street,boronia,paddington,6239,nsw,19071206
97206,"","",26895100,kailey,boase,75,laycock place,ravenswood caravn park,dromana,2615,qld,19980814
8499,"","",2354100,ethan,minards,35,longerenong street,villa 2,byford,2070,vic,19270607
92532,"","",25596100,harrison,morrison,4,kirkland circuit,"",padstow,2154,wa,19060730
81,"","",21100,ainsley,joraslafsky,186,maddock place,ra 23076,surfers paradise,6084,qld,19200526
65454,0.9926485473923518,0.9926485473923518,18108102,joshua,jolly,32,stubbs cr escexnt,mallaby,chittaway point,3156,qld,19901128
53085,"","",14668100,thomas,verrion,307,rose scott circuit,sutton,burnett heads,3016,nsw,19030706
99138,"","",27443100,macy,mcelwee,12,holyman street,"",thornlie,3078,wa,19180614
73722,"","",20396100,phoenix,stephenson,7,claxton crescent,rocklea,hawthorn,3207,wa,19820906
72792,"","",20138100,isabelle,mcgregor,26,du faur street,shalvah,hesket,3231,vic,19830208
39117,"","",10783100,connor,gallizzi,3,verbrugghen street,meander rise,erskine,2040,nsw,19730813
35223,"","",9692100,freya,ryan,8,marchant circuit,brentwood vlge,"",2190,wa,19000622
112500,"","",31141100,william,smallacombe,3,thornhill crescent,dry rush,mount eliza,7303,act,19040823
50631,"","",13981100,harrison,kouba,6,ainslie avenue,loma,carine,3555,nsw,19110517
62337,"","",17217100,bethany,cecotti,23,treharne place,grand central,naracoorte,3070,qld,19171118
44949,"","",12405100,keahley,lamprey,339,federal highway,lake kennedy street,toormina,4655,qld,19340722
83151,"","",22982100,katelyn,trooper,89,barraclough crescent,berragoon,hamilton,6015,vic,19570120
64467,0.9842688082409483,0.9949504354156284,17817101,oliver,pasceo,5,giles street,sherwood,preston,3021,vic,19421214
93201,"","",25781100,joshua,burkevics,73,dolan close,trapindy,duramana,4740,nsw,19870304
60744,"","",16750100,taliah,shoebridge,1,goodchild street,glenhurst,cromer,2263,nsw,19020207
13650,0.9351489049240332,0.9750564977401515,3767102,joshua,dearkng,16,coane street,nedlyn,yagoona,5142,vic,19220801
40739,0.4159416080713414,0.9952227536000267,16360104,jasmin,apted,39,crisp circuit,westminster village,west lakes,4700,"",19050201
48714,"","",13444100,macey,hyland,15,mccann street,the lodge,corryong,2145,nsw,19390508
50484,"","",13943100,amber,campbell,2,pidgeon place,attadandoo,tully,2151,nsw,19960607
107202,"","",29673100,harry,clarke,31,britten-jones drive,fiveways,mount isa,5332,vic,19391229
71139,0.9839908214370289,0.9839908214370289,19682100,bianca,feary,23,wheatley street,gumarooka,broadmeadows,2076,nsw,19190826
81717,0.9181272538052491,0.9952227536000267,22589100,jett,liddy,75,cowper street,killone park,mansfield,7315,nsw,19521020
41049,"","",11325102,"",goldsworthy,"",grandview,phoenix place,hoppers crossing,2010,qld,19800501
50841,"","",14044101,millrr,nicolle,21,grylls crescent,hyfields,braddon,6100,nsw,19621007
131700,"","",36460100,lachlan,mchenry,38,barton highway,robina,elwood,2217,vic,19930818
74001,"","",20473100,bailey,etherington,1358,stone place,ashgrove farms,invergordon,2190,vic,19640502
106704,"","",29534100,pace,reid,36,reveley crescent,glendower,north hobart,3214,"",19010719
37953,0.9782513058612652,0.9782513058612652,10450101,angeulina,shurville,13,henry melville crescent,leetsvale caravan park,dundo wran,3057,"",19020204
129018,"","",35718100,zac,ayres,1,boolee street,kilvinton village,waratah north,3400,vic,19821108
10617,0.9669063403296406,0.9919619085195166,2931103,alessia,clakre,25,shumack street,maroona prk,coffs harbour,2460,nsw,19780506
7941,"","",2193100,deakin,pun,48,shirlow place,loma,henley,5343,qld,19001003
48021,0.7276873618115174,0.978188045835934,13255100,jessica,lock,302,leibnitz place,st john of god hospital,bonnyrigg,2073,nsw,19270806
72534,"","",20072100,leah,bishop,10,bundey street,lake kennedy street,osborne park,2010,sa,19110819
117339,"","",32485102,benjamin,darbishire,69,sturt avenue,merlewood,moruya,2444,qld,19120205
98799,"","",27344100,carmen,weetra,10,kingscote crescent,briars meadows,harbord,3930,nsw,19651129
125572,"","",71785100,jack,glass,66,mundawari circuit,st annes rest home,wingham,4737,sa,19621017
48100,"","",50299100,emiily,waller,18,kett street,glengara village,tenby point,3184,tas,19171018
87187,"","",61163100,natasha,guyatt,11,woodburn street,parry house,buddina,4217,tas,19070722
61582,"","",54085100,genevieve,cheshire,68,snodgrass crescent,parraweena,purrumbete south,2285,wa,19160515
119434,"","",70016100,bailey,webb,29,goldner circuit,armagh street,mount pleasant,2559,nsw,19800418
70636,"","",56636100,gus,braunack,5,loureiro street,warrawong,avalon,3030,nsw,19210428
127657,0.9244187406703447,0.9952227536000267,72356100,kye,matthews,40,alinda place,allambee reserve,rosevears,6164,vic,19610721
73588,"","",57443100,edward,pascoe,1,northbourne avenue,mortlach,toukley,3564,nsw,19921125
101872,"","",65148100,nikita,boyle,7,bemboka crescent,killarney,moe,2042,vic,19740907
129463,0.9949515356095294,1.0,72856100,megan,riddell,6,holden crescent,red cross units,parkesbourne,2287,"",19740308
2689,"","",37640100,alexandra,reid,49,rossarden street,helenvale,wahroonga,2711,wa,19350629
113077,"","",68288100,mitchell,mcelhinney,47,horrocks street,old hillside,jerrabomberra,2830,wa,19980821
81667,"","",59628100,michaela,lowe,112,federal highway,st vincents medical centre,lalor,6010,nsw,19251001
34651,"","",46516100,anthony,reinhard,20,o'halloran circuit,pinewood,avondale heights,3788,nsw,19240416
129040,0.9933677579236825,0.9933677579236825,72743100,isabella,hoque,11,rapanea street,adams cottage,elong elong,3737,wa,19350419
35512,"","",46759100,liam,mathe,24,heysen street,locn 411,mount gravatt,2550,nsw,19800623
67741,"","",55811100,chelsie,coulson,46,harper street,wychwood,willetton,2550,nsw,19320429
115573,"","",68957100,charlotte,laning,14,tillyard drive,"",wynyard,6485,nsw,19630122
2791,"","",37671100,"",passmore,23,murranji street,"",concord,4221,nsw,19360525
72283,"","",57093100,charlotte,mcgregor,66,kurrama close,the gums,mermaid waters,4807,nsw,19191108
93997,"","",62992100,james,baynes,17,handasyde street,phillip lodge,baxter,3992,sa,19980422
82219,"","",59779100,abii,morrison,106,easterbrook place,lindfield park,holden hill,2611,vic,19370321
63085,"","",54498100,jack,extremera,16,whitelaw street,st johns retirement,dalby,3325,nsw,19550815
128770,"","",72673100,callum,cursley,14,axon street,sunnyspot farm,westbury,3977,qld,19660217
60694,"","",53835100,lachlan,storken,17,kerferd street,terrara,mullumbimby,3226,vic,19380423
110971,"","",67714100,henry,kooyman,20,mackenzie street,balandry,keilor east,4740,wa,19470524
92359,0.989259796490035,0.989259796490035,62567101,charlotte,doman,86,atkinson street,oakridg e park,kedrn,4720,vic,19810901
131227,0.984167942842792,0.9919994194216842,73353101,sachin,"",9,o'connor circuit,bosmit,mittaong,3851,nsw,19600608
61648,0.9626143021973406,0.9816580608553686,54107102,hari,carbone,5,wylie street,legacy unkts,morwe,2441,vic,19070523
75447,0.5335689555167861,0.5335689555167861,71860100,jye,nguyen,80,kingscote crescent,herbert river,colo heights,2615,qld,""
39160,0.7474106018949993,0.8603344435516515,47789103,benjamin,martinovic,7,dwyer atreet,whisperin gsprings,yolla,5042,wa,19570306
53869,"","",51919100,georgia,hand,38,colvin street,resthaven retire,swan hill,2093,vic,19981102
12028,"","",40233100,jaden,restell,15,watkins street,rosehill,mayfield,2046,vic,19410826
13198,"","",40552100,troy,clowes,15,albermarle place,rabbit warren,mortlake,830,sa,19580402
108643,"","",67052100,michael,miles,86,mccrae street,blaxland flats,pinjarra,3021,qld,19250131
69241,"","",56256100,georgia,rothe,12,blacket street,the willows,riverwood,6051,qld,19140704
119683,"","",70090100,daniel,ollis,32,trott place,forest edge,elsternwick,2337,sa,19350630
6982,"","",38853100,dimitri,giannos,14,hoskins street,orana gardens retirement village,hamilton,4700,qld,19000905
76240,"","",58146102,luc,clarek,43,diggles s treet,lochsdair,yagoona,5048,vic,19720908
117529,"","",69509100,alice,o'flynn,9,phillipson crescent,hilltop hostel rowethorpe,roxburgh park,6162,qld,19740903
107422,"","",66719100,alexander,bissett,151,britten-jones drive,ballandean lodge,darling downs,2765,qld,19730524
123361,"","",71135100,nicholas,stancombe,29,totterdell street,dunbar,seymour,2223,nsw,19440422
67873,"","",55852100,shona,petersen,72,harbison crescent,the sarina centre,sunshine,2009,tas,19690705
79636,"","",59078100,joshua,herbert,6,antill street,ardess,little mountain,3630,qld,19431215
98323,"","",64176100,jack,maier,14,louis loder street,deependi,toowoomba,4812,nsw,19150411
110068,"","",67456100,abbey,perissini,51,hawdon street,tonga,kingsford,2261,nsw,19640101
129811,"","",72953100,madeline,hendriksen,85,dumas street,bowan brae,arcadia,2370,sa,19330430
33611,0.5876507884522689,0.5876507884522689,60188100,james,clarke,23,enid lorimer circuit,kenmay,westmead,2550,vic,19670321
46840,"","",49941100,lucas,quilliam,130,alpen street,abervle ret vllge,hyde park,3072,vic,19750601
35347,"","",46713100,lauren,webb,96,"",greenbushes,beaumaris,3820,nsw,19380728
47182,"","",50045100,harrison,white,91,ruthven street,hollybrooke,ballarat,4217,wa,19551026
119947,"","",70165100,"",white,18,notting court,wirrabilla,east maitland,4212,vic,19220706
15097,"","",41077100,luke,morrison,7,baracchi crescent,"",lower templestowe,2287,wa,19390804
81373,0.9470861239731487,1.0,59549102,daniella,moulton,18,dwyer street,mudhill,montmorency,3033,wa,19070203
5911,"","",38540100,xavier,walley,50,marconi crescent,aprt 59,granville,2516,act,19840731
3910,"","",37989100,lachlan,clarke,53,rivett street,wahbilla park,cape jervis,2048,vic,19000814
41566,0.7139686010894672,0.9933685338358968,48470101,millie,dallas,40,casson street,civir centre,greenacre,2580,qld,19810704
71782,"","",56950100,isabella,stubbs,515,renny place,orana back,sunshine beach,5038,qld,19600522
66259,"","",55397100,amelia,snell,193,dale circuit,kilngrove,oakden,4385,nsw,19410617
73645,"","",57460100,aneka,tiller,13,temperley street,blue hills,devon park,2650,vic,19740607
80716,"","",59365100,esther,slape,32,newman morris circuit,challicum south,harbord,3910,qld,19420227
90667,"","",62113100,liam,wilkins,3,walhallow street,c/-the student village,whittington,4740,nsw,19320830
130114,"","",73042100,taylor-saige,mason,14,ashburton circuit,snake gully,mortlake,812,nsw,19900723
104596,"","",65929100,dimitri,white,79,gibbes place,walyaming farms,eden,2259,vic,19741117
11173,"","",39999100,tayla,crellin,3,smith street,garden settlement,whittington,812,nsw,19670111
13879,"","",40732101,ella,harrington,14,currong street,leumeah,maxwrll,5084,act,19030221
9949,0.9691348823890942,0.9907453314476237,39675101,"",berry,12,shout place,grangemore,ulladulka,7008,nt,19040121
102343,"","",65287101,ferugs,rei,48,goldsboroug h close,watgania,stanley,3184,vic,19640215
28033,"","",44681100,callum,webb,23,federal highway,pepin,acacia ridge,4121,sa,19641104
17071,"","",41608100,bailey,reid,7,holden place,colomie,wynyard,820,qld,19421002
126166,0.7326130983896505,0.7326130983896505,71947100,brendan,staggard,272,kett street,villa 3,brighton,2330,nsw,19720624
53518,"","",51809100,rebekah,coffey,547,ebden street,oberne park,tusmore,2727,nsw,""
3457,"","",37865100,aidyn,mason,129,gilmore crescent,killarney,belmont,6103,vic,19960824
54583,"","",52124100,helena,wiseman,44,bugden avenue,belongil beach house,westfield,2229,act,19750507
115705,0.5984328857423961,0.9663951569887382,68991102,ambrosia,clapke,54,mackennal street,villa 3,leeton,4358,sa,""
7822,0.9901450488448278,0.9926278674654757,39085100,finlay,lena,63,heysen street,gibraltar,culburra,2460,vic,19081219
72508,"","",57161100,sebastian,nguyen,293,dugan street,marx garden world,stanhope,6062,vic,19640420
21142,"","",42726100,lara,mcveigh,14,medley street,"",rosebud,2326,act,19080611
93760,"","",62934100,meg,white,883,stretton crescent,the burrows,robina,5159,sa,""
52738,"","",51583100,georgina,millar,7,madigan street,sect 329,surfers paradise,4814,nsw,19210901
17500,0.40243883263017405,0.40243883263017405,45144100,shantal,liguoro,27,fitchett street,three acres,dulwich hill,2604,vic,19390217
13252,"","",40565101,chritian,lukeman,103,lawrence wackett crescent,"",longreach,2087,nsw,19131022
36526,0.74139731789325,0.9745867452655518,51199104,saara,uroda,55,damala street,coral housee ven tide,kilsyth,4701,vic,19180711
105532,"","",66199100,joshua,varcoe,54,thomas hart street,"",towradgi,3034,nsw,19660301
113431,"","",68389100,riley,widdowson,50,lachlan street,ferndale,port macquarie,2830,nsw,19660424
104110,"","",65789100,xanthe,ryan,20,carey place,lemnos,mount colah,2444,nsw,19670829
81928,"","",59701100,ella,jeitner,24,nakala place,"",parkville,2120,sa,19140520
74938,"","",57818100,taliah,lamprey,21,totterdell street,heatherdale,montmorency,6020,nsw,19881017
15079,0.41558359099729086,0.9162462972131463,71983102,giaa,yg,11,jandamarra street,willandra,"",2134,nsw,19553009
93169,"","",62771100,jackson,myles,51,bingle street,the sycamores,wanniassa,3218,qld,19870208
95887,"","",63504100,caitlin,dziki,19,de little circuit,marx garden world,mermaid waters,4805,qld,19590314
103777,0.9238466441109277,0.9238466441109277,65695101,talissa,"",72,parkhillstreet,pindara medical centre,terrigal,3505,qld,""
86458,"","",60953100,amaya,clarke,"",ayers street,orange specialist medical centre,yarra junction,5048,tas,19791206
109291,"","",67238100,teal,turtur,7,thurgood court,sherwood,tatura,2850,vic,19770909
38044,"","",47463100,april,snell,"",mcbryde crescent,rivonia,west wollongong,3218,nsw,19060114
30914,0.9849376750123744,0.9948308720608637,82393100,natasha,nicklason,7,newmarch place,surfrider carvn park,naracoorte,3550,qld,19110604
4889,"","",75093100,lachlan,stephenson,1,"",kangaroo grnd,hoppers crossing,880,vic,19170704
49871,0.9778359720343084,0.9793336946620139,87683103,travis,coleman,18,warring place,colooli village,tweedheads,4650,qld,19660427
15079,0.4029098473319056,0.6233026146765662,91714100,timothy,gaylard,31,"",villa 5,"",2122,nsw,19400127
29085,0.42069650867206176,0.42069650867206176,91649100,matisse,ronan,8,smyth place,walmarie,mayfield,3810,nsw,19350606
8879,"","",76208102,edward,taglietti,2,oxley street,spring creek,waramanga,2018,vic,19190326
65144,"","",91951100,daniel,malpas,78,hutcheon place,yarrambah,redhead,6055,sa,19441029
40130,"","",84970100,harry,gazzola,149,lochbuy street,aminya vlge,carlingford,2011,vic,19290202
10730,"","",76713100,liam,nygaard,8,david street,shallow crossing,angaston,6153,vic,19271005
9770,"","",76456100,helena,leane,36,yumba avenue,croydon,dixons creek,3350,qld,19890424
73478,0.977940460086555,0.9944951508540976,94202100,jarryd,blinman,12,woods place,heritage estate,plympton south,2285,nsw,19180319
35678,"","",83737100,leo,eyles,24,pethebridge street,silver shores vlge,carrara,4850,nsw,19210614
15806,"","",78123100,alexandra,skeen,447,mckay garden,leumeah,booval,2590,nsw,19230603
23999,"","",80416100,phoebe,coppola,23,wylie street,weeroona,melton south,2103,nsw,19960411
14612,"","",77793100,megan,de angelis,21,"",upstairs flat,wahroonga,2225,nsw,19770821
9182,"","",76295100,william,boswest,379,collings street,sutton,northmead,3216,vic,19670729
35711,"","",83748100,maconal,chandler,71,ipima street,springetts arcade,wynnum west,2018,qld,""
25466,"","",80832100,benjamin,prideaux,4,baines place,loravilla,bowral,3016,vic,19390616
89177,"","",98563100,lucas,herbert,1,sculptor street,kings apmts,kenwick,3082,nsw,19861120
20879,0.8975763613779963,0.9861403368193977,79553102,luke,whiteley,19,whitty cwrescent,harknessapstation,underdale,6167,nsw,19010921
54380,0.9393976096503841,0.9520337177687442,88950103,james,noble,11,tucanaltreet,glen namarra,hawthorn,4740,qld,19090107
4613,0.4222888618214587,0.6617557345843581,79344100,tabitha,paterson,148,"",ingledell,bayswater,4217,vic,19731216
88769,"","",98457100,sam,wilkins,1,bailes court,gerlyn,port pirie,2537,nsw,19670428
28442,0.5820905153359431,0.9929318100824555,81677103,ella,boyle,78,chuculba crescent,cabrini medical centre,isli ngton,2141,vic,19871008
58619,"","",90136100,lachlan,tu,565,eton place,berkeley village,dover,2756,sa,19660307
67961,0.9639175085682046,0.9914299728307084,92707100,benjamin,matthews,60,kellermann close,brooms head carava,eatons hill,3198,vic,19100907
48689,"","",87342100,william,campbell,221,sinclair street,mayo,kelmscott,4701,nsw,19970215
43601,"","",85925100,matthew,emerton,89,pidgeon place,meadowvale village,rosslyn park,5162,nsw,19620818
60614,"","",90717100,harrison,tuit,7,sulman place,parry house,kelmscott,4740,vic,19121008
33020,"","",82988100,hayley,wijeratne,13,toole place,lynden park stud,adelong,2464,nsw,19970228
90134,"","",98833100,chloe,donaldson,8,carter crescent,narada upper,kingston,2263,vic,19080713
69248,"","",93044100,lewis,griffen,4,arnhem place,greglea village,nedlands,5523,qld,19450913
86021,"","",97659100,will,kerkhoff,5,anne clark avenue,rye park,sheidow park,3500,nsw,19751219
86477,"","",97791100,emiily,george,135,copland drive,redfern station,ringwood,2577,vic,19470920
29150,"","",81877100,emiily,thorpe,139,symers street,matilda blue,fraser,4160,wa,19101130
5021,0.98899697408959,0.98899697408959,75133101,jackson,clarke,56,mount vernon drive,diavlo,rowville,4670,vic,19940822
56720,"","",89603100,cooper,hoyland,20,want place,robynvale,tomakin,3555,wa,19100508
35570,"","",83707100,mikayla,crossman,4,jaeger circuit,billabong cvn park,daw park,2620,vic,19010901
84671,"","",97268100,alana,schuster,179,hacking crescent,logancrail,minnie water,2106,tas,19231207
53639,"","",88743100,anna,baynes,26,mckinlay street,glebe garden,darling downs,3163,vic,19921028
37352,"","",84217100,imogen,ryan,127,molineaux place,mundine 30 km,aldgate,2464,nsw,19470828
11171,"","",76845103,betayn,milter,396,hannam place,craigston l1bg,delamere,3805,vic,19940408
81440,"","",96375100,hamish,chandler,47,giblin street,kioma,windang,3214,nsw,19440417
48311,"","",87246100,claudia,green,69,chermside street,colooli village,mitcham,7000,nsw,19551030
80309,0.989541640852434,0.9897138248100904,96083102,maconal,versteeg,181,carroll street,shiloah,safety b ay,2714,wa,19480421
926,0.575914880471321,0.575914880471321,73972100,georgia,havriluk,38,"",girrahween homestead,revesby,3173,wa,19580724
78137,"","",95508100,leon,dixon,2,bootle place,blue hills,woodcroft,5330,nsw,19760208
55754,0.9610730887057556,0.9787696956194462,89331104,jaime,philcsox,109,mouldee court,hous e 461,bray prk,2905,vic,19281220
67644,"","",18703104,calbe,hewson,16,attwood lcose,john flynn medical centre,annandale,3148,qld,19760205
16509,"","",4549100,matthew,frencham,33,blackham street,aprtmnt 55,currambine,2140,nsw,19660417
49995,"","",13806100,sophie,coleman,93,burnett street,beach house,gaven,2220,vic,19641230
123708,"","",34245100,isabella,ahmed,6,bavin street,rosetta village,waverley,3483,sa,19791212
77487,"","",21449100,jacob,putans,81,raoul place,glen elgin,doubleview,3429,wa,19691127
17035,0.4162290887152355,0.4162290887152355,13023100,jade,white,99,birdwood street,deltroit station,scarborough,2093,nsw,19460409
108477,"","",30027100,ruby,gajda,26,hartigan street,terrawah,broadmeadows,2060,nsw,19621015
27219,"","",7449100,sam,clarke,17,namatjira drive,the willows,montmorency,7016,qld,19680821
85242,0.7543783134402565,0.9912738869311714,23557100,madison,fokeas,13,belconnen way,rosedown,hayborough,832,wa,19500527
121368,"","",33604100,hollie,seddon,10,horizon avenue,carranya,nowra,2099,vic,19540116
131133,"","",36309100,joel,nguyen,162,tubb place,rosetta village,casula,2267,wa,19331119
25323,"","",6938100,shelby,badman,"",rylah crescent,mt butler street,highgate,2642,nsw,19660711
25059,"","",6861100,samuel,ahmed,11,currong street,mater professional centre,uranquinty,6018,nsw,19700512
117579,"","",32555100,lachlan,rudd,2,kennewell place,bishops creek,bayview,2064,vic,19410722
132558,"","",36699100,tara,berry,21,clamp place,orana back,beelbangera,3950,nsw,19301208
21288,"","",5848100,gabriel,hassall,9,cawthorn crescent,plainbrook,deer park,3747,wa,19750627
5427,"","",1476100,emma,whiteley,193,decker place,beach house,mount macedon,4350,nsw,19550301
23787,"","",6497100,tiarna,maczkowiack,25,quiros street,robina,moorabbin,7006,qld,19330418
1659,"","",434100,stephanie,webb,41,mockridge crescent,"",st clair,6102,nsw,19050824
30864,"","",8447100,sienna,hobson,4,donnison place,kilvinton village,carlingford,3172,qld,19441219
62805,0.9773775040893473,0.9924229130626093,17352100,silas,jolly,72,tilden place,caroona village,redan,2576,vic,19030815
106728,"","",29542100,aidan,capurso,64,milson street,cascina,blackmans bay,6108,vic,19311005
26391,0.982463764306781,0.994192019053684,7226101,luke,white,3,chataway crgescent,apt 312 the rock wall,cashmere,2112,"",19070929
38565,"","",10622100,chloe,bradshaw,26,neilson street,coralyn,orchard hills,2040,wa,19111219
27480,"","",7529100,gus,wiseman,18,lutana street,rockley,oak flats,6330,vic,19610202
7581,0.9942508891406313,0.9942508891406313,2092101,nathan,davfid,1,mcclelland avenue,villa 444 the v illage glen,o b flat,6016,vic,19370919
120699,"","",33423100,renee,riddoch,24,"",evenstar,badu island,4108,nsw,19820502
18258,"","",5018100,james,campbell,255,florence taylor street,north star resort,point lonsdale,2042,nsw,19981108
60105,"","",16570100,holly,wardle,22,weddin circuit,sea view,roleystone,2162,qld,19070925
80661,"","",22303100,annalise,white,309,cloncurry street,rocklea,jan juc,2765,sa,19891019
30399,"","",8317100,jamie,dixon,214,brebner street,sheep station,ashgrove,2323,nsw,19630520
79719,"","",22044100,victoria,chandler,17,airey crescent,glenmore,ashgrove,3031,nsw,19830809
71703,"","",19838101,nathan,kooyman,15,ballarat street,rmbh 884,norwood,2063,nsw,19361020
52332,"","",14444100,leah,cochrane,59,ippia place,brentwood village,mill park,2307,vic,19370409
118380,"","",32792100,magnus,lovelock,57,florence street,fairholme,woronora,2016,vic,19101222
61257,"","",16892100,holly,yost,16,lewin street,"",picnic point,2076,nsw,19010911
46317,"","",12768100,katelyn,bishop,8,milford street,ashville,old guildford,2170,vic,19630921
16506,0.4984864046313108,0.4984864046313108,4548100,chloe,bartel,14,"",whattleglen,inglewood,2166,vic,19510703
12708,0.9780856429402852,0.9926278674654757,3511100,madeline,reid,20,clements street,wurtulla shopping vlge,anglesea,2361,nsw,19761125
32430,"","",8899100,nikita,mason,2,cowper street,sunnydale cottage,upwey,6026,tas,19610622
28176,"","",7714100,keeley,mcgregor,16,"",reghaven house,devonport,2666,nsw,19420903
9600,"","",2656100,shenae,leonavicius,5,sadlier street,braiden,greensborough,3630,nsw,19081019
100263,0.9912055178963235,0.9912055178963235,27760102,annalise,stingle,1,redfern street,eden p ark,mumbil,2445,sa,19880925
10617,0.9693628347662393,0.9924388528162845,2931101,godfrey,alessia,25,shumack street,maroona park,coffs harbour,2460,nsw,19780506
7236,"","",1986100,ethan,durbridge,16,luehmann street,ranchers bridge,daisy hill,3478,nsw,19890801
120813,"","",33456100,sophie,bizjak,35,tasmania circle,port 44,ashgrove,2337,vic,19800704
129495,"","",35855100,emiily,webb,17,colefax place,yarawee,auburn,880,nsw,19230119
121644,"","",33682100,ethan,plane,52,canning street,warrigunya,elwood,2777,nsw,19950512
8388,"","",2321100,gus,okla,3,trainer court,ridgepoint,craigie,3175,nsw,19320611
